,score,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline,paradigm,evaluation,pipeline_category
45,0.7621053,1.2526975,576.0,0.006154783,6,session_0,16,3,BNCI2014-009,ERPCov + MDM,P300,WithinSession,Riemannian
46,0.7775603,1.0963678,576.0,0.0053783073,6,session_1,16,3,BNCI2014-009,ERPCov + MDM,P300,WithinSession,Riemannian
47,0.7412445,1.267961,576.0,0.006228793,6,session_2,16,3,BNCI2014-009,ERPCov + MDM,P300,WithinSession,Riemannian
48,0.7650274,1.1992655,576.0,0.0058832434,7,session_0,16,3,BNCI2014-009,ERPCov + MDM,P300,WithinSession,Riemannian
49,0.6718805,1.0909169,576.0,0.0053478354,7,session_1,16,3,BNCI2014-009,ERPCov + MDM,P300,WithinSession,Riemannian
50,0.47614583,1.0966316,576.0,0.0053902324,7,session_2,16,3,BNCI2014-009,ERPCov + MDM,P300,WithinSession,Riemannian
51,0.860477,1.2894204,576.0,0.006358134,8,session_0,16,3,BNCI2014-009,ERPCov + MDM,P300,WithinSession,Riemannian
52,0.7810417,1.1168017,576.0,0.0054822923,8,session_1,16,3,BNCI2014-009,ERPCov + MDM,P300,WithinSession,Riemannian
53,0.7377906,1.1630784,576.0,0.0057260785,8,session_2,16,3,BNCI2014-009,ERPCov + MDM,P300,WithinSession,Riemannian
54,0.73383224,1.1914756,576.0,0.005846075,9,session_0,16,3,BNCI2014-009,ERPCov + MDM,P300,WithinSession,Riemannian
55,0.73692983,1.0100665,576.0,0.0049487757,9,session_1,16,3,BNCI2014-009,ERPCov + MDM,P300,WithinSession,Riemannian
56,0.7004441,1.2715225,576.0,0.0062404987,9,session_2,16,3,BNCI2014-009,ERPCov + MDM,P300,WithinSession,Riemannian
57,0.9212061,1.1303853,576.0,0.005548738,10,session_0,16,3,BNCI2014-009,ERPCov + MDM,P300,WithinSession,Riemannian
58,0.89194626,1.1622943,576.0,0.0057093804,10,session_1,16,3,BNCI2014-009,ERPCov + MDM,P300,WithinSession,Riemannian
59,0.8395614,1.1887411,576.0,0.0058389828,10,session_2,16,3,BNCI2014-009,ERPCov + MDM,P300,WithinSession,Riemannian
60,0.6323136,0.73460966,576.0,0.0036116873,1,session_0,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
61,0.61291116,0.47071657,576.0,0.002285177,1,session_1,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
62,0.60583335,0.45724663,576.0,0.0022361139,1,session_2,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
63,0.6823191,0.4270746,576.0,0.0020788407,2,session_0,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
64,0.65164477,0.39141354,576.0,0.0019248172,2,session_1,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
65,0.578909,0.53217137,576.0,0.0025905974,2,session_2,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
66,0.5574781,0.38160896,576.0,0.0018685892,3,session_0,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
67,0.6525987,0.4506713,576.0,0.0022011222,3,session_1,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
68,0.61923796,0.44205776,576.0,0.002147967,3,session_2,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
69,0.67674345,0.52409565,576.0,0.0025537056,4,session_0,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
70,0.63019186,0.40528163,576.0,0.0019930608,4,session_1,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
71,0.6407292,0.45834333,576.0,0.002228705,4,session_2,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
72,0.66711074,0.46663132,576.0,0.0022819033,5,session_0,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
73,0.6308114,0.3778905,576.0,0.001835452,5,session_1,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
74,0.6735252,0.41610926,576.0,0.0020277936,5,session_2,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
75,0.62345946,0.41655126,576.0,0.0020269107,6,session_0,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
76,0.57986844,0.43571466,576.0,0.002147512,6,session_1,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
77,0.612659,0.4927949,576.0,0.0024050027,6,session_2,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
78,0.6148629,0.41664052,576.0,0.0020540399,7,session_0,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
79,0.59739035,0.46642232,576.0,0.002281927,7,session_1,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
80,0.63899124,0.4009033,576.0,0.0019623234,7,session_2,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
81,0.6085581,0.32591063,576.0,0.0015917505,8,session_0,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
82,0.64127195,0.2334723,576.0,0.001121208,8,session_1,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
83,0.67878836,0.24147324,576.0,0.0011624708,8,session_2,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
84,0.618136,0.29550028,576.0,0.0014308366,9,session_0,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
85,0.7074561,0.2639082,576.0,0.0012731843,9,session_1,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
86,0.6654989,0.2548028,576.0,0.0012336227,9,session_2,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
87,0.69938046,0.5083221,576.0,0.002465041,10,session_0,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
88,0.7038377,0.2733965,576.0,0.0013149614,10,session_1,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
89,0.7072204,0.28528967,576.0,0.001400847,10,session_2,16,3,BNCI2014-009,XDAWN + LDA,P300,WithinSession,Raw
90,0.943591,1.838579,576.0,0.009061836,1,session_0,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
91,0.96014804,1.130566,576.0,0.00022839948,1,session_1,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
92,0.96598685,1.3818924,576.0,0.0067956923,1,session_2,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
93,0.9574452,1.3482264,576.0,0.006624653,2,session_0,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
94,0.96057564,1.1760904,576.0,0.0057679685,2,session_1,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
95,0.9659704,1.2006147,576.0,0.005889172,2,session_2,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
96,0.7399726,1.2581397,576.0,0.006176998,3,session_0,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
97,0.9378564,1.2202466,576.0,0.0059898854,3,session_1,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
98,0.9438377,1.384959,576.0,0.0067947563,3,session_2,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
99,0.9614364,1.1654313,576.0,0.005735864,4,session_0,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
100,0.9613487,1.3001868,576.0,0.0063847876,4,session_1,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
101,0.9271875,1.2134777,576.0,0.0059720697,4,session_2,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
102,0.9740351,1.0739014,576.0,0.0053027263,5,session_0,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
103,0.9506853,1.1864727,576.0,0.0058477544,5,session_1,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
104,0.9511458,1.2299193,576.0,0.006041394,5,session_2,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
105,0.8929989,1.1298407,576.0,0.0055409065,6,session_0,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
106,0.9168037,1.1249994,576.0,0.005549966,6,session_1,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
107,0.934682,1.1118878,576.0,0.0054839463,6,session_2,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
108,0.9207072,1.1228817,576.0,0.005517634,7,session_0,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
109,0.93044406,1.2122285,576.0,0.005955261,7,session_1,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
110,0.84796053,1.2451607,576.0,0.0061413446,7,session_2,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
111,0.92182565,1.24023,576.0,0.006097536,8,session_0,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
112,0.89747804,1.0845466,576.0,0.005336983,8,session_1,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
113,0.8252796,1.24473,576.0,0.006128624,8,session_2,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
114,0.97195727,1.415477,576.0,0.006952792,9,session_0,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
115,0.9644353,1.2253056,576.0,0.0060340096,9,session_1,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
116,0.95669955,1.293072,576.0,0.006376318,9,session_2,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
117,0.9902467,1.3736987,576.0,0.006760041,10,session_0,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
118,0.9794408,1.2253604,576.0,0.0060466644,10,session_1,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
119,0.9757182,1.1414492,576.0,0.005602728,10,session_2,16,3,BNCI2014-009,XDAWNCov + TS + SVM,P300,WithinSession,Riemannian
120,0.9852889,4.492826,4283.0,0.042483725,1,subject01_block_1,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
121,0.9897403,3.6549642,4284.0,0.034535427,1,subject01_block_2,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
122,0.992827,4.02332,4283.0,0.038041614,1,subject01_block_3,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
123,0.97929806,3.8104875,4284.0,0.036019474,2,subject02_block_1,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
124,0.981179,4.060749,4284.0,0.038391426,2,subject02_block_2,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
125,0.9772101,3.652364,4284.0,0.034513354,2,subject02_block_3,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
126,0.9713056,4.151512,4283.0,0.03922755,3,subject03_block_1,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
127,0.9728375,4.0080447,4284.0,0.037888326,3,subject03_block_2,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
128,0.98275137,3.8929107,4283.0,0.03679474,3,subject03_block_3,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
129,0.99412763,4.144643,4284.0,0.039183244,4,subject04_block_1,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
130,0.99048877,3.727906,4283.0,0.035239168,4,subject04_block_2,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
131,0.99205476,3.625031,4283.0,0.034244932,4,subject04_block_3,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
132,0.9486785,4.2132463,4284.0,0.0398334,5,subject05_block_1,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
133,0.95955527,3.9486144,4284.0,0.03733204,5,subject05_block_2,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
134,0.9720899,4.2494183,4284.0,0.040176887,5,subject05_block_3,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
135,0.98952866,3.9704993,4281.0,0.037537575,6,subject06_block_1,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
136,0.9963965,4.354537,4284.0,0.04117536,6,subject06_block_3,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
137,0.99715817,3.8852932,4284.0,0.036724012,7,subject07_block_1,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
138,0.9983513,3.6837862,4284.0,0.034766328,7,subject07_block_2,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
139,0.9990324,3.4497359,4284.0,0.032597214,7,subject07_block_3,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
140,0.9227482,4.388516,4283.0,0.041239835,8,subject08_block_1,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
141,0.94384277,4.026958,4283.0,0.038071346,8,subject08_block_2,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
142,0.9269757,3.6685266,4284.0,0.03467706,8,subject08_block_3,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
143,0.9875385,5.297084,4284.0,0.050098374,9,subject09_block_1,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
144,0.9936608,3.420733,4284.0,0.032327574,9,subject09_block_2,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
145,0.9929279,3.6592941,4284.0,0.03458576,9,subject09_block_3,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
146,0.99503535,3.835277,4283.0,0.036248155,10,subject10_block_1,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
147,0.9945019,4.062308,4268.0,0.038389955,10,subject10_block_2,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
148,0.99504906,3.8170857,4281.0,0.036086254,10,subject10_block_3,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
149,0.8234207,4.7247176,4282.0,0.044676624,11,subject11_block_1,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
150,0.73602325,4.4689226,4284.0,0.04225405,11,subject11_block_2,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
151,0.70477116,4.820945,4283.0,0.04557948,11,subject11_block_3,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
152,0.97875,4.3543205,4284.0,0.04116843,12,subject12_block_1,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
153,0.9896224,3.8600595,4284.0,0.036483888,12,subject12_block_2,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
154,0.97450435,3.70867,4284.0,0.03505696,12,subject12_block_3,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
155,0.98768663,4.742031,4284.0,0.044835158,13,subject13_block_1,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
156,0.98709387,4.854157,4283.0,0.045901306,13,subject13_block_2,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
157,0.954048,4.403903,4284.0,0.041627545,13,subject13_block_3,31,1,Huebner2017,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
158,0.9777539,5.106906,4759.0,0.048300676,1,subject01_block_1,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
159,0.96427345,4.57274,4760.0,0.043211482,1,subject01_block_2,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
160,0.9539038,4.429109,4760.0,0.04185846,1,subject01_block_3,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
161,0.99086046,3.5467439,4760.0,0.033499647,2,subject02_block_1,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
162,0.9885768,3.5740201,4760.0,0.03341087,2,subject02_block_2,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
163,0.9906581,3.4644518,4760.0,0.0321264,2,subject02_block_3,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
164,0.9886492,3.7818923,4760.0,0.03571208,3,subject03_block_1,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
165,0.9886725,3.6902006,4760.0,0.033772416,3,subject03_block_2,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
166,0.98807764,4.0272536,4760.0,0.038054142,3,subject03_block_3,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
167,0.96336466,4.1662498,4760.0,0.039383054,4,subject04_block_1,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
168,0.95517564,4.1193995,4760.0,0.03892558,4,subject04_block_2,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
169,0.984922,3.8370295,4760.0,0.03626225,4,subject04_block_3,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
170,0.93553275,3.8277533,4760.0,0.036166757,5,subject05_block_1,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
171,0.9462644,3.8606913,4754.0,0.036482774,5,subject05_block_2,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
172,0.9205308,4.124237,4760.0,0.038978387,5,subject05_block_3,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
173,0.98961073,4.789697,4760.0,0.045280606,6,subject06_block_1,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
174,0.9930595,3.7957406,4760.0,0.035857588,6,subject06_block_2,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
175,0.9923408,3.7381253,4760.0,0.035326004,6,subject06_block_3,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
176,0.9518094,3.810883,4758.0,0.036005784,7,subject07_block_1,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
177,0.95985746,4.0362267,4758.0,0.038132396,7,subject07_block_2,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
178,0.9742752,3.9306452,4760.0,0.037140124,7,subject07_block_3,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
179,0.9660383,3.8602767,4760.0,0.03647146,8,subject08_block_1,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
180,0.96452975,3.774013,4760.0,0.035659272,8,subject08_block_2,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
181,0.9616893,3.59452,4760.0,0.0336211,8,subject08_block_3,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
182,0.96505326,3.8710375,4759.0,0.036539525,9,subject09_block_1,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
183,0.97382873,3.8583193,4760.0,0.03645745,9,subject09_block_2,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
184,0.97243184,3.5912187,4760.0,0.033922724,9,subject09_block_3,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
185,0.9531753,4.138167,4760.0,0.03867619,10,subject10_block_1,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
186,0.9622155,3.9370782,4760.0,0.03721569,10,subject10_block_2,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
187,0.9704143,3.7447782,4760.0,0.035376124,10,subject10_block_3,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
188,0.9272689,4.415907,4760.0,0.041746907,11,subject11_block_1,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
189,0.9357436,4.0693808,4698.0,0.038456965,11,subject11_block_2,31,1,Huebner2018,ERPCov(svd_n=4) + MDM,P300,WithinSession,Riemannian
